,clienteID,Churn,genero,idoso,parceiro,dependentes,meses_contrato,serviço_telefônico,multiplas_linhas,serviço_internet,segurança_online,backup_online,proteção_dispositivos,suporte_tecnico,streaming_tv,streaming_filmes,contrato,faturamento_sem_papel,metodo_pagamento,custos_mensais,custos_totais
129,0221-WMXNQ,Nao,Homem,1,Nao,Nao,4,Sim,Nao,Fibra optica,Sim,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,75.35,273.4
130,0222-CNVPT,Nao,Homem,1,Nao,Nao,52,Nao,Sem servico telefonico,DSL,Sim,Nao,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Cartao de credito(automatico),48.8,2555.05
131,0224-HJAPT,Sim,Homem,0,Nao,Nao,5,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,47.15,223.15
132,0224-NIJLP,Nao,Homem,0,Sim,Sim,8,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cheque enviado,20.15,165.5
133,0224-RLWWD,Nao,Mulher,1,Nao,Nao,2,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,44.3,89.3
134,0225-ZORZP,Nao,Homem,0,Nao,Nao,3,Sim,Nao,Fibra optica,Nao,Sim,Nao,Nao,Nao,Sim,Mes-a-mes,Nao,Cheque eletronico,84.3,235.05
135,0228-MAUWC,Nao,Homem,0,Nao,Nao,19,Sim,Sim,DSL,Nao,Nao,Sim,Sim,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,59.55,1144.6
136,0229-LFJAF,Nao,Homem,0,Nao,Nao,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Nao,Dois anos,Nao,Tranferencia bancaria(automatico),69.65,4908.25
137,0230-UBYPQ,Nao,Homem,1,Sim,Nao,63,Nao,Sem servico telefonico,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Um ano,Nao,Tranferencia bancaria(automatico),36.1,2298.9
138,0230-WEQUW,Nao,Homem,0,Sim,Nao,66,Nao,Sem servico telefonico,DSL,Sim,Sim,Sim,Sim,Sim,Nao,Dois anos,Sim,Tranferencia bancaria(automatico),56.6,3789.2
139,0231-LXVAP,Sim,Homem,0,Nao,Nao,1,Sim,Nao,Fibra optica,Nao,Nao,Nao,Sim,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,75.9,75.9
140,0233-FTHAV,Nao,Mulher,0,Nao,Nao,60,Sim,Sim,Fibra optica,Nao,Nao,Sim,Nao,Nao,Nao,Um ano,Sim,Tranferencia bancaria(automatico),79.2,4765.0
141,0234-TEVTT,Nao,Mulher,0,Sim,Sim,48,Nao,Sem servico telefonico,DSL,Sim,Nao,Sim,Nao,Nao,Sim,Um ano,Nao,Cartao de credito(automatico),45.0,2196.3
142,0235-KGSLC,Sim,Mulher,0,Nao,Nao,1,Sim,Nao,Fibra optica,Nao,Nao,Sim,Nao,Sim,Nao,Mes-a-mes,Sim,Cartao de credito(automatico),85.55,85.55
143,0236-HFWSV,Sim,Homem,0,Nao,Nao,15,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,93.35,1444.65
144,0237-YFUTL,Nao,Mulher,0,Sim,Nao,50,Sim,Sim,Fibra optica,Sim,Sim,Nao,Sim,Sim,Sim,Mes-a-mes,Sim,Tranferencia bancaria(automatico),109.65,5405.8
145,0238-WHBIQ,Nao,Homem,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Nao,Cartao de credito(automatico),89.7,6339.3
146,0239-OXEXL,Nao,Mulher,0,Nao,Nao,46,Sim,Sim,Fibra optica,Sim,Sim,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque enviado,84.25,3847.6
147,0244-LGNFY,Nao,Mulher,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Nao,Tranferencia bancaria(automatico),92.65,6733.0
148,0247-SLUJI,Nao,Homem,0,Sim,Sim,1,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cheque enviado,19.7,19.7
149,0248-IPDFW,Nao,Mulher,0,Nao,Nao,1,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,50.1,50.1
150,0248-PGHBZ,Nao,Mulher,1,Nao,Nao,67,Sim,Nao,Fibra optica,Sim,Sim,Nao,Sim,Sim,Nao,Dois anos,Sim,Tranferencia bancaria(automatico),92.45,6140.85
151,0253-ZTEOB,Nao,Mulher,0,Sim,Sim,48,Sim,Sim,DSL,Nao,Sim,Nao,Sim,Sim,Sim,Dois anos,Nao,Cheque eletronico,79.65,3870.3
152,0254-FNMCI,Nao,Mulher,0,Nao,Nao,72,Sim,Nao,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Cheque eletronico,109.9,7624.2
153,0254-KCJGT,Nao,Homem,0,Sim,Nao,52,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Sim,Um ano,Sim,Cartao de credito(automatico),81.4,4354.45
154,0254-WWRKD,Nao,Mulher,0,Sim,Sim,67,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Um ano,Nao,Cartao de credito(automatico),50.55,3431.75
155,0256-LTHVJ,Sim,Mulher,0,Sim,Sim,28,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Nao,Sim,Mes-a-mes,Sim,Cheque eletronico,81.05,2227.1
156,0257-KXZGU,Nao,Mulher,0,Sim,Sim,32,Sim,Sim,DSL,Nao,Sim,Sim,Nao,Nao,Nao,Mes-a-mes,Nao,Tranferencia bancaria(automatico),62.45,2045.55
157,0257-ZESQC,Sim,Mulher,1,Sim,Nao,27,Sim,Nao,Fibra optica,Sim,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Tranferencia bancaria(automatico),75.2,1929.35
158,0258-NOKBL,Nao,Homem,0,Nao,Nao,3,Sim,Nao,Fibra optica,Nao,Sim,Sim,Nao,Nao,Sim,Mes-a-mes,Nao,Cheque eletronico,90.4,268.45
159,0259-GBZSH,Sim,Homem,0,Nao,Nao,2,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Sim,Nao,Mes-a-mes,Sim,Cheque eletronico,85.65,181.5
160,0260-ZDLGK,Sim,Mulher,0,Nao,Sim,9,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Sim,Sim,Mes-a-mes,Sim,Cheque enviado,72.9,651.4
161,0263-FJTQO,Nao,Homem,0,Sim,Sim,50,Sim,Sim,DSL,Sim,Nao,Nao,Sim,Sim,Nao,Dois anos,Sim,Cartao de credito(automatico),70.5,3486.65
162,0264-CNITK,Nao,Mulher,0,Sim,Sim,71,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Tranferencia bancaria(automatico),20.1,1389.6
163,0265-EDXBD,Sim,Homem,1,Sim,Nao,32,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,74.9,2303.35
164,0265-PSUAE,Nao,Mulher,0,Sim,Sim,16,Sim,Nao,Fibra optica,Sim,Nao,Sim,Nao,Sim,Sim,Mes-a-mes,Nao,Tranferencia bancaria(automatico),100.7,1522.7
165,0266-CLZKZ,Nao,Mulher,0,Sim,Sim,67,Sim,Sim,Fibra optica,Nao,Nao,Sim,Sim,Sim,Sim,Dois anos,Sim,Tranferencia bancaria(automatico),105.65,6717.9
166,0266-GMEAO,Nao,Homem,0,Sim,Sim,72,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Cartao de credito(automatico),114.3,8058.55
167,0268-QKIWO,Sim,Mulher,0,Nao,Nao,3,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cheque eletronico,19.75,58.85
168,0269-XFESX,Nao,Homem,0,Sim,Sim,23,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Nao,Cheque enviado,24.35,538.5
169,0270-THENM,Nao,Homem,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Nao,Dois anos,Nao,Tranferencia bancaria(automatico),69.85,5102.35
170,0274-JKUJR,Nao,Homem,0,Sim,Sim,7,Nao,Sem servico telefonico,DSL,Sim,Sim,Sim,Nao,Sim,Sim,Mes-a-mes,Nao,Cheque enviado,58.85,465.7
171,0277-BKSQP,Nao,Homem,0,Sim,Sim,8,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mes-a-mes,Sim,Cheque eletronico,54.4,475.1
172,0277-ORXQS,Nao,Homem,0,Sim,Sim,66,Nao,Sem servico telefonico,DSL,Nao,Nao,Nao,Sim,Sim,Sim,Dois anos,Nao,Tranferencia bancaria(automatico),50.55,3364.55
173,0278-YXOOG,Sim,Homem,0,Nao,Nao,5,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cheque enviado,21.05,113.85
174,0280-XJGEX,Sim,Homem,0,Nao,Nao,49,Sim,Sim,Fibra optica,Nao,Sim,Sim,Nao,Sim,Sim,Mes-a-mes,Sim,Tranferencia bancaria(automatico),103.7,5036.3
175,0281-CNTZX,Nao,Homem,0,Sim,Nao,63,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Sim,Tranferencia bancaria(automatico),19.95,1234.8
176,0282-NVSJS,Nao,Mulher,1,Sim,Sim,12,Nao,Sem servico telefonico,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mes-a-mes,Sim,Cheque enviado,29.3,355.9
177,0285-INHLN,Nao,Homem,0,Sim,Sim,27,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cartao de credito(automatico),54.75,1510.3
178,0289-IVARM,Nao,Mulher,0,Nao,Nao,35,Sim,Nao,DSL,Sim,Sim,Sim,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,60.55,1982.6
179,0292-WEGCH,Nao,Mulher,0,Sim,Sim,54,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,86.2,4524.05
180,0295-PPHDO,Sim,Homem,0,Nao,Nao,1,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,95.45,95.45
181,0295-QVKPB,Nao,Homem,0,Nao,Nao,5,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Sim,Nao,Mes-a-mes,Sim,Cartao de credito(automatico),63.95,318.1
182,0297-RBCSG,Nao,Homem,0,Nao,Nao,19,Sim,Nao,DSL,Nao,Sim,Nao,Sim,Nao,Sim,Um ano,Sim,Tranferencia bancaria(automatico),65.35,1231.85
183,0298-XACET,Nao,Homem,0,Sim,Sim,52,Nao,Sem servico telefonico,DSL,Nao,Sim,Sim,Sim,Sim,Nao,Dois anos,Nao,Cheque enviado,50.2,2554.0
184,0301-FIDRB,Nao,Mulher,0,Sim,Sim,72,Nao,Sem servico telefonico,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Tranferencia bancaria(automatico),63.8,4684.3
185,0301-KOBTQ,Nao,Homem,0,Nao,Nao,32,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Sim,Tranferencia bancaria(automatico),20.05,614.45
186,0302-JOIVN,Sim,Mulher,0,Sim,Nao,8,Sim,Nao,Fibra optica,Nao,Sim,Sim,Nao,Sim,Sim,Mes-a-mes,Nao,Cheque eletronico,101.15,842.9
187,0303-UNCIP,Nao,Homem,0,Nao,Nao,41,Sim,Sim,DSL,Nao,Nao,Sim,Nao,Nao,Sim,Um ano,Nao,Cheque enviado,65.0,2531.8
188,0303-WMMRN,Nao,Homem,0,Nao,Nao,5,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Sim,Cheque enviado,19.25,86.05
189,0305-SQECB,Nao,Mulher,0,Nao,Sim,11,Nao,Sem servico telefonico,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Um ano,Sim,Cheque enviado,36.05,402.6
190,0306-JAELE,Sim,Homem,0,Nao,Nao,5,Sim,Nao,Fibra optica,Nao,Nao,Nao,Sim,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,96.1,453.4
191,0307-BCOPK,Nao,Mulher,0,Nao,Nao,16,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Nao,Cheque enviado,19.05,326.65
192,0308-GIQJT,Nao,Homem,1,Nao,Nao,71,Sim,Sim,Fibra optica,Nao,Sim,Nao,Sim,Sim,Sim,Um ano,Nao,Tranferencia bancaria(automatico),105.75,7382.85
193,0308-IVGOK,Nao,Mulher,0,Nao,Nao,11,Nao,Sem servico telefonico,DSL,Nao,Sim,Sim,Sim,Nao,Nao,Um ano,Sim,Cartao de credito(automatico),40.4,422.6
194,0310-MVLET,Sim,Mulher,0,Sim,Sim,61,Sim,Sim,Fibra optica,Nao,Sim,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,99.15,6010.05
195,0310-SUCIN,Nao,Mulher,0,Sim,Nao,71,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Um ano,Sim,Tranferencia bancaria(automatico),84.8,6046.1
196,0310-VQXAM,Nao,Homem,0,Nao,Nao,9,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cheque enviado,19.85,178.8
197,0311-QYWSS,Nao,Mulher,0,Nao,Nao,6,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,49.45,314.6
198,0311-UNPFF,Sim,Mulher,0,Nao,Nao,26,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Tranferencia bancaria(automatico),88.8,2274.35
199,0314-TKOSI,Nao,Mulher,0,Nao,Nao,6,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque enviado,55.15,322.9
200,0315-LVCRK,Nao,Homem,0,Nao,Nao,11,Sim,Nao,Fibra optica,Nao,Nao,Sim,Nao,Nao,Sim,Mes-a-mes,Nao,Cheque eletronico,84.8,888.75
201,0318-QUUOB,Sim,Homem,0,Sim,Nao,1,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Sim,Nao,Mes-a-mes,Sim,Cheque eletronico,80.55,80.55
202,0318-ZOPWS,Nao,Mulher,0,Sim,Nao,49,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Sim,Tranferencia bancaria(automatico),20.15,973.35
203,0319-QZTCO,Nao,Mulher,0,Sim,Sim,3,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Sim,Nao,Mes-a-mes,Sim,Cartao de credito(automatico),58.7,168.6
204,0320-DWVTU,Nao,Mulher,0,Nao,Nao,53,Sim,Nao,Fibra optica,Sim,Sim,Sim,Sim,Nao,Sim,Dois anos,Nao,Cheque enviado,99.5,5424.25
205,0320-JDNQG,Sim,Homem,0,Sim,Sim,23,Sim,Nao,Fibra optica,Sim,Nao,Nao,Sim,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,99.85,2331.3
206,0322-CHQRU,Sim,Homem,0,Nao,Nao,2,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,45.35,89.5
207,0322-YINQP,Sim,Homem,0,Nao,Nao,1,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque enviado,48.55,48.55
208,0323-XWWTN,Nao,Homem,0,Nao,Sim,3,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Sim,Cheque enviado,26.4,121.25
209,0324-BRPCJ,Sim,Mulher,1,Sim,Nao,68,Sim,Sim,Fibra optica,Nao,Sim,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,100.2,6851.65
210,0325-XBFAC,Sim,Homem,0,Nao,Nao,8,Sim,Nao,Fibra optica,Nao,Nao,Sim,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,94.7,740.3
211,0326-VDYXE,Nao,Mulher,0,Sim,Nao,70,Sim,Sim,Fibra optica,Nao,Nao,Sim,Nao,Sim,Sim,Um ano,Sim,Cheque eletronico,97.65,6982.5
212,0327-WFZSY,Nao,Homem,0,Sim,Sim,39,Sim,Sim,Fibra optica,Nao,Nao,Sim,Nao,Sim,Sim,Um ano,Nao,Cheque eletronico,100.0,3835.55
213,0328-GRPMV,Sim,Mulher,0,Nao,Nao,1,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,70.1,70.1
214,0329-GTIAJ,Sim,Mulher,0,Nao,Nao,3,Sim,Nao,Fibra optica,Nao,Sim,Nao,Sim,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,97.9,315.3
215,0330-BGYZE,Nao,Homem,0,Sim,Nao,60,Sim,Sim,Fibra optica,Nao,Sim,Sim,Nao,Sim,Sim,Um ano,Nao,Tranferencia bancaria(automatico),102.5,6157.6
216,0330-IVZHA,Sim,Mulher,0,Sim,Nao,5,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,69.95,330.15
217,0334-GDDSO,Sim,Homem,1,Nao,Nao,3,Sim,Sim,Fibra optica,Nao,Sim,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,81.35,233.7
218,0334-ZFJSR,Nao,Mulher,0,Sim,Nao,55,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Um ano,Sim,Cartao de credito(automatico),66.05,3462.1
219,0336-KXKFK,Nao,Homem,0,Nao,Nao,72,Nao,Sem servico telefonico,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Dois anos,Sim,Cartao de credito(automatico),61.2,4390.25
220,0336-PIKEI,Nao,Homem,1,Sim,Nao,72,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Nao,Dois anos,Nao,Tranferencia bancaria(automatico),74.4,5360.75
221,0337-CNPZE,Sim,Mulher,0,Nao,Nao,41,Sim,Sim,Fibra optica,Nao,Sim,Sim,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,106.3,4443.45
222,0343-QLUZP,Nao,Homem,0,Nao,Nao,60,Nao,Sem servico telefonico,DSL,Sim,Sim,Sim,Nao,Nao,Nao,Dois anos,Nao,Tranferencia bancaria(automatico),39.6,2424.5
223,0345-HKJVM,Sim,Mulher,0,Nao,Nao,6,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Sim,Sim,Mes-a-mes,Nao,Cheque eletronico,89.3,577.6
224,0345-XMMUG,Nao,Mulher,0,Sim,Nao,46,Sim,Sim,Fibra optica,Nao,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Cartao de credito(automatico),108.9,4854.3
225,0347-UBKUZ,Nao,Mulher,0,Nao,Nao,15,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cheque enviado,19.9,320.45
226,0348-SDKOL,Sim,Mulher,0,Sim,Nao,58,Sim,Sim,Fibra optica,Nao,Nao,Sim,Sim,Sim,Sim,Mes-a-mes,Sim,Cartao de credito(automatico),102.1,5885.4
227,0354-VXMJC,Nao,Homem,0,Sim,Sim,23,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cartao de credito(automatico),19.6,426.65
228,0354-WYROK,Sim,Mulher,1,Sim,Sim,31,Sim,Nao,Fibra optica,Nao,Nao,Sim,Sim,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,98.9,2911.3
229,0356-ERHVT,Nao,Homem,0,Sim,Nao,11,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Tranferencia bancaria(automatico),45.9,521.9
230,0356-OBMAC,Nao,Mulher,1,Nao,Nao,56,Sim,Sim,Fibra optica,Nao,Sim,Sim,Sim,Sim,Nao,Dois anos,Sim,Tranferencia bancaria(automatico),99.9,5706.3
231,0357-NVCRI,Nao,Mulher,0,Nao,Sim,25,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cartao de credito(automatico),20.05,471.7
232,0361-HJRDX,Nao,Mulher,0,Nao,Nao,68,Nao,Sem servico telefonico,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Nao,Cartao de credito(automatico),64.35,4539.6
233,0362-RAOQO,Nao,Mulher,0,Nao,Nao,40,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cartao de credito(automatico),19.65,830.25
234,0362-ZBZWJ,Sim,Homem,0,Nao,Nao,36,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Nao,Sim,Mes-a-mes,Sim,Cheque eletronico,84.9,3067.2
235,0363-QJVFX,Sim,Homem,0,Nao,Nao,32,Sim,Sim,Fibra optica,Sim,Sim,Nao,Sim,Sim,Sim,Mes-a-mes,Sim,Cartao de credito(automatico),108.15,3432.9
236,0363-SVHYR,Nao,Homem,0,Sim,Sim,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Nao,Tranferencia bancaria(automatico),86.85,6263.8
237,0365-BZUWY,Nao,Homem,0,Sim,Nao,17,Sim,Sim,Fibra optica,Nao,Sim,Sim,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,102.55,1742.5
238,0365-GXEZS,Nao,Homem,0,Sim,Nao,18,Sim,Nao,Fibra optica,Nao,Nao,Sim,Sim,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,78.2,1468.75
239,0365-TRTPY,Nao,Mulher,0,Nao,Nao,37,Sim,Sim,Fibra optica,Sim,Sim,Sim,Nao,Nao,Nao,Mes-a-mes,Nao,Tranferencia bancaria(automatico),91.2,3382.3
240,0366-NQSHS,Nao,Homem,0,Nao,Nao,2,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cheque enviado,19.35,46.35
241,0369-ZGOVK,Nao,Mulher,0,Sim,Sim,28,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Um ano,Sim,Tranferencia bancaria(automatico),70.4,1992.2
242,0373-AIVNJ,Nao,Homem,0,Nao,Nao,9,Nao,Sem servico telefonico,DSL,Sim,Sim,Sim,Nao,Nao,Nao,Um ano,Nao,Cheque enviado,39.55,373.0
243,0374-AACSZ,Nao,Mulher,0,Nao,Nao,1,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,50.15,50.15
244,0374-FIUCA,Nao,Homem,0,Sim,Nao,65,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Sim,Cartao de credito(automatico),20.4,1414.45
245,0374-IOEGQ,Nao,Mulher,0,Nao,Nao,3,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,44.6,122.7
246,0375-HVGXO,Sim,Mulher,0,Nao,Nao,1,Nao,Sem servico telefonico,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mes-a-mes,Sim,Cheque eletronico,34.7,34.7
247,0376-OIWME,Nao,Homem,0,Sim,Nao,36,Sim,Nao,Fibra optica,Sim,Nao,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,93.6,3366.05
248,0376-YMCJC,Sim,Homem,0,Nao,Nao,23,Sim,Sim,Fibra optica,Nao,Nao,Nao,Sim,Sim,Nao,Mes-a-mes,Sim,Cheque eletronico,90.6,1943.2
249,0377-JBKKT,Nao,Homem,0,Sim,Sim,22,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Mes-a-mes,Sim,Cheque enviado,57.95,1271.8
250,0378-CJKPV,Nao,Mulher,0,Sim,Nao,72,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Nao,Cartao de credito(automatico),112.1,7965.95
251,0378-NHQXU,Sim,Mulher,0,Sim,Sim,17,Sim,Sim,Fibra optica,Nao,Nao,Sim,Nao,Sim,Nao,Mes-a-mes,Nao,Cheque eletronico,88.25,1460.65
252,0378-TOVMS,Sim,Mulher,0,Nao,Nao,3,Sim,Nao,Fibra optica,Nao,Nao,Nao,Sim,Nao,Sim,Mes-a-mes,Nao,Cheque eletronico,85.8,272.2
253,0378-XSZPU,Sim,Homem,0,Sim,Nao,58,Sim,Nao,DSL,Sim,Sim,Sim,Nao,Nao,Nao,Um ano,Nao,Cartao de credito(automatico),60.3,3563.8
254,0379-DJQHR,Nao,Homem,0,Sim,Sim,67,Sim,Nao,DSL,Sim,Sim,Sim,Nao,Sim,Sim,Dois anos,Nao,Cartao de credito(automatico),81.35,5398.6
255,0380-NEAVX,Nao,Homem,1,Nao,Nao,34,Sim,Nao,Fibra optica,Nao,Sim,Sim,Nao,Sim,Sim,Um ano,Sim,Cheque eletronico,99.85,3343.15
256,0380-ZCSBI,Nao,Homem,0,Nao,Nao,10,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cartao de credito(automatico),20.0,198.7
257,0383-CLDDA,Nao,Mulher,0,Nao,Nao,69,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Dois anos,Sim,Cartao de credito(automatico),85.35,5897.4
258,0384-LPITE,Nao,Homem,0,Nao,Nao,40,Nao,Sem servico telefonico,DSL,Sim,Sim,Sim,Nao,Sim,Sim,Um ano,Nao,Cartao de credito(automatico),62.05,2511.55
259,0384-RVBPI,Nao,Homem,0,Nao,Nao,20,Sim,Nao,DSL,Sim,Nao,Sim,Nao,Nao,Sim,Mes-a-mes,Nao,Cartao de credito(automatico),64.4,1398.6
260,0386-CWRGM,Nao,Mulher,0,Sim,Sim,46,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cheque enviado,19.4,967.85
